Pollinator ID,Date,Species,Genus,Family,Order,Group,Visits,Block,Replication,Time Period,Site,Plant ID,Number of Flowers,Flower Range,Abundance,Start Time,Minutes,Solar Power (W/m^2),Temperature (C degrees),Humidity (% RH),Wind Speed (m/s)
138,15/06/2026,Lycaena phlaeas,Lycaena,Lycaenidae,Lepidoptera ,Butterfly,6,1,3,2,1,3,100,3082:3181,22444,14:11,20,439,27.7,35.1,1.4
139,15/06/2026,Bombus terrestris,Bombus,Apidae,Hymenoptera,Bumblebee,7,1,3,2,1,3,100,3082:3181,22444,14:11,20,439,27.7,35.1,1.4
140,15/06/2026,Episyrphus balteatus,Episyrphus,Syrphidae,Diptera,Hoverfly,10,1,3,3,1,2,100,3182:3281,582,15:30,20,25,17.7,75.3,0.9
None,15/06/2026,None,None,None,None,None,0,1,3,3,1,1,33,3282:3314,469,16:00,20,46.6,17.7,81.3,0
None,15/06/2026,None,None,None,None,None,0,1,3,3,1,5,14,3315:3328,43,16:21,20,26.4,18.6,78.6,0
None,15/06/2026,None,None,None,None,None,0,1,3,3,1,3,100,3329:3428,22444,16:43,20,84.1,18.8,75.6,0
None,15/06/2026,None,None,None,None,None,0,1,3,3,1,4,100,3429:3528,1291,17:06,20,45.5,18.6,75,0
None,15/06/2026,None,None,None,None,None,0,1,3,3,2,10,12,3529:3540,170,17:51,20,50.8,18.4,79.4,0
None,15/06/2026,None,None,None,None,None,0,1,3,3,2,9,100,3541:3640,320,18:14,20,49.9,18.5,76.4,0
None,15/06/2026,None,None,None,None,None,0,1,3,3,2,7,30,3641:3670,210,18:36,20,44.1,19.9,80.3,0
141,15/06/2026,Bombus terrestris,Bombus,Apidae,Hymenoptera,Bumblebee,4,1,3,3,2,8,100,3671:3770,2954,18:58,20,127,19.4,78.7,0
142,15/06/2026,Bombus lapidarius,Bombus,Apidae,Hymenoptera,Bumblebee,1,1,3,3,2,8,100,3671:3770,2954,18:58,20,127,19.4,78.7,0
None,15/06/2026,None,None,None,None,None,0,1,3,3,2,6,100,3771:3870,1900,19:20,20,68.5,19.9,75.8,0
None,24/06/2026,None,None,None,None,None,0,2,4,1,2,10,16,3871:3886,16,06:02,20,154.6,19.3,67.8,0.5
None,24/06/2026,None,None,None,None,None,0,2,4,1,2,9,100,3887:3986,238,06:31,20,159.6,19.8,66.1,0
None,24/06/2026,None,None,None,None,None,0,2,4,1,2,7,25,3987:4011,191,07:03,20,95.2,19.4,69.2,0
None,24/06/2026,None,None,None,None,None,0,2,4,1,2,8,100,4012:4111,1477,07:28,20,84.5,20.1,66.9,0
None,24/06/2026,None,None,None,None,None,0,2,4,1,2,6,100,4112:4211,1900,08:04,20,75.8,20.3,69.6,0
143,24/06/2026,Bombus lapidarius,Bombus,Apidae,Hymenoptera,Bumblebee,35,2,4,1,1,4,100,4212:4311,483,08:37,20,769,22.4,60.8,0.5
144,24/06/2026,Polyommatus icarus,Polyommatus,Lycaenidae,Lepidoptera,Butterfly,2,2,4,1,1,4,100,4212:4311,483,08:37,20,769,22.4,60.8,0.5
145,24/06/2026,Bombus lapidarius,Bombus,Apidae,Hymenoptera,Bumblebee,3,2,4,1,1,4,100,4212:4311,483,08:37,20,769,22.4,60.8,0.5
146,24/06/2026,Bombus lapidarius,Bombus,Apidae,Hymenoptera,Bumblebee,9,2,4,1,1,4,100,4212:4311,483,08:37,20,769,22.4,60.8,0.5
147,24/06/2026,NA,NA,NA,Diptera,Other Fly,2,2,4,1,1,11,100,4312:4411,16034,09:01,20,743,27.3,52.6,0.8
148,24/06/2026,Bombus terrestris,Bombus,Apidae,Hymenoptera,Bumblebee,3,2,4,1,1,11,100,4312:4411,16034,09:01,20,743,27.3,52.6,0.8
149,24/06/2026,Bombus terrestris,Bombus,Apidae,Hymenoptera,Bumblebee,4,2,4,1,1,11,100,4312:4411,16034,09:01,20,743,27.3,52.6,0.8
150,24/06/2026,NA,NA,Halictidae,Hymenoptera,Sweat Bee,18,2,4,1,1,1,100,4412:4511,1020,09:25,20,799,34.9,35,0
151,24/06/2026,NA,NA,Halictidae,Hymenoptera,Sweat Bee,16,2,4,1,1,1,100,4412:4511,1020,09:25,20,799,34.9,35,0
152,24/06/2026,NA,NA,Halictidae,Hymenoptera,Sweat Bee,17,2,4,1,1,1,100,4412:4511,1020,09:25,20,799,34.9,35,0
153,24/06/2026,NA,NA,Halictidae,Hymenoptera,Sweat Bee,7,2,4,1,1,1,100,4412:4511,1020,09:25,20,799,34.9,35,0
154,24/06/2026,NA,NA,Syrphidae,Diptera,Hoverfly,3,2,4,1,1,1,100,4412:4511,1020,09:25,20,799,34.9,35,0
155,24/06/2026,NA,NA,Syrphidae,Diptera,Hoverfly,2,2,4,1,1,1,100,4412:4511,1020,09:25,20,799,34.9,35,0
156,24/06/2026,Thymelicus sylvestris,Thymelicus,Hesperiidae,Lepidoptera,Butterfly,24,2,4,1,1,1,100,4412:4511,1020,09:25,20,799,34.9,35,0
157,24/06/2026,NA,NA,Halictidae,Hymenoptera,Sweat Bee,6,2,4,1,1,1,100,4412:4511,1020,09:25,20,799,34.9,35,0
158,24/06/2026,Bombus terrestris,Bombus,Apidae,Hymenoptera,Bumblebee,11,2,4,1,1,3,100,4512:4611,1477,09:46,20,777,34.7,38.2,0.5
159,24/06/2026,Thymelicus sylvestris,Thymelicus,Hesperiidae,Lepidoptera,Butterfly,2,2,4,1,1,2,100,4612:4711,622,10:07,20,748,34.3,36.9,2.1
160,24/06/2026,Bombus terrestris,Bombus,Apidae,Hymenoptera,Bumblebee,1,2,4,1,1,2,100,4612:4711,622,10:07,20,748,34.3,36.9,2.1
161,24/06/2026,NA,NA,Syrphidae,Diptera,Hoverfly,2,2,4,2,1,4,100,4712:4811,483,10:31,20,884,31.1,42.1,2.5
162,24/06/2026,Bombus lapidarius,Bombus,Apidae,Hymenoptera,Bumblebee,8,2,4,2,1,4,100,4712:4811,483,10:31,20,884,31.1,42.1,2.5
163,24/06/2026,Lycaena phlaeas,Lycaena,Lycaenidae,Lepidoptera,Butterfly,5,2,4,2,1,2,100,4812:4911,622,11:32,20,875,35.9,31.7,1.1
164,24/06/2026,Bombus terrestris,Bombus,Apidae,Hymenoptera,Bumblebee,2,2,4,2,1,2,100,4812:4911,622,11:32,20,875,35.9,31.7,1.1
165,24/06/2026,Thymelicus sylvestris,Thymelicus,Hesperiidae,Lepidoptera,Butterfly,11,2,4,2,1,2,100,4812:4911,622,11:32,20,875,35.9,31.7,1.1
166,24/06/2026,NA,NA,NA,Diptera,Other Fly,1,2,4,2,1,2,100,4812:4911,622,11:32,20,875,35.9,31.7,1.1
167,24/06/2026,Thymelicus sylvestris,Thymelicus,Hesperiidae,Lepidoptera,Butterfly,7,2,4,2,1,2,100,4812:4911,622,11:32,20,875,35.9,31.7,1.1
168,24/06/2026,Bombus terrestris,Bombus,Apidae,Hymenoptera,Bumblebee,2,2,4,2,1,2,100,4812:4911,622,11:32,20,875,35.9,31.7,1.1
169,24/06/2026,NA,NA,Halictidae,Hymenoptera,Sweat Bee,6,2,4,2,1,3,100,4912:5011,11222,12:01,20,1056,33.2,37.6,1.1
170,24/06/2026,NA,NA,NA,Diptera,Other Fly,8,2,4,2,1,3,100,4912:5011,11222,12:01,20,1056,33.2,37.6,1.1
171,24/06/2026,Bombus terrestris,Bombus,Apidae,Hymenoptera,Bumblebee,2,2,4,2,1,3,100,4912:5011,11222,12:01,20,1056,33.2,37.6,1.1
172,24/06/2026,Polyommatus icarus,Polyommatus,Lycaenidae,Lepidoptera,Butterfly,2,2,4,2,1,3,100,4912:5011,11222,12:01,20,1056,33.2,37.6,1.1
173,24/06/2026,NA,NA,Halictidae,Hymenoptera,Sweat Bee,2,2,4,2,1,3,100,4912:5011,11222,12:01,20,1056,33.2,37.6,1.1
174,24/06/2026,Thymelicus sylvestris,Thymelicus,Hesperiidae,Lepidoptera,Butterfly,5,2,4,2,1,3,100,4912:5011,11222,12:01,20,1056,33.2,37.6,1.1
175,24/06/2026,Bombus terrestris,Bombus,Apidae,Hymenoptera,Bumblebee,3,2,4,2,1,3,100,4912:5011,11222,12:01,20,1056,33.2,37.6,1.1
176,24/06/2026,Bombus terrestris,Bombus,Apidae,Hymenoptera,Bumblebee,5,2,4,2,1,3,100,4912:5011,11222,12:01,20,1056,33.2,37.6,1.1
177,24/06/2026,Bombus lapidarius,Bombus,Apidae,Hymenoptera,Bumblebee,8,2,4,2,1,11,100,5012:5111,16034,12:23,20,858,35.8,37.8,1.3
178,24/06/2026,Bombus terrestris,Bombus,Apidae,Hymenoptera,Bumblebee,4,2,4,2,1,11,100,5012:5111,16034,12:23,20,858,35.8,37.8,1.3
179,24/06/2026,Bombus pratorum,Bombus,Apidae,Hymenoptera,Bumblebee,8,2,4,2,1,11,100,5012:5111,16034,12:23,20,858,35.8,37.8,1.3
180,24/06/2026,Bombus terrestris,Bombus,Apidae,Hymenoptera,Bumblebee,28,2,4,2,1,11,100,5012:5111,16034,12:23,20,858,35.8,37.8,1.3
181,24/06/2026,Bombus terrestris,Bombus,Apidae,Hymenoptera,Bumblebee,12,2,4,2,1,11,100,5012:5111,16034,12:23,20,858,35.8,37.8,1.3
182,24/06/2026,Bombus terrestris,Bombus,Apidae,Hymenoptera,Bumblebee,29,2,4,2,1,11,100,5012:5111,16034,12:23,20,858,35.8,37.8,1.3
183,24/06/2026,Thymelicus sylvestris,Thymelicus,Hesperiidae,Lepidoptera,Butterfly,3,2,4,2,1,1,100,5112:5211,1020,12:44,20,1002,38.4,35.4,0
184,24/06/2026,Thymelicus sylvestris,Thymelicus,Hesperiidae,Lepidoptera,Butterfly,8,2,4,2,1,1,100,5112:5211,1020,12:44,20,1002,38.4,35.4,0
185,24/06/2026,Thymelicus sylvestris,Thymelicus,Hesperiidae,Lepidoptera,Butterfly,5,2,4,2,1,1,100,5112:5211,1020,12:44,20,1002,38.4,35.4,0
186,24/06/2026,Thymelicus sylvestris,Thymelicus,Hesperiidae,Lepidoptera,Butterfly,5,2,4,2,1,1,100,5112:5211,1020,12:44,20,1002,38.4,35.4,0
None,24/06/2026,None,None,None,None,None,0,2,4,2,2,10,16,5212:5227,16,13:16,20,1021,38,31.2,1
187,24/06/2026,Bombus lapidarius,Bombus,Apidae,Hymenoptera,Bumblebee,3,2,4,2,2,9,100,5228:5327,238,13:31,20,1002,40.7,24.8,0.3
188,24/06/2026,Vanessa cardui,Vanessa,Nymphalidae,Lepidoptera,Butterfly,5,2,4,2,2,8,100,5328:5427,1477,13:57,20,818,40.8,27.6,1.3
None,24/06/2026,None,None,None,None,None,0,2,4,2,2,7,25,5428:5452,191,14:18,20,1042,37.3,27.4,0.5
None,24/06/2026,None,None,None,None,None,0,2,4,2,2,6,100,5453:5552,1900,14:39,20,1105,37.1,32,0
189,24/06/2026,Bombus lapidarius,Bombus,Apidae,Hymenoptera,Bumblebee,2,2,4,3,2,9,100,5553:5652,238,15:00,20,948,37.7,29.3,0.7
None,24/06/2026,None,None,None,None,None,0,2,4,3,2,10,16,5653:5678,16,15:21,20,875,36.9,32,1
None,24/06/2026,None,None,None,None,None,0,2,4,3,2,6,100,5679:5778,1900,15:44,20,797,34.7,34.1,0
190,24/06/2026,Bombus pascuorum,Bombus,Apidae,Hymenoptera,Bumblebee,5,2,4,3,2,8,100,5779:5878,11222,16:07,20,673,33.9,33.5,1
191,24/06/2026,Apis mellifera,Apis,Apidae,Hymenoptera,Honeybee,18,2,4,3,2,8,100,5779:5878,11222,16:07,20,673,33.9,33.5,1
192,24/06/2026,Bombus terrestris,Bombus,Apidae,Hymenoptera,Bumblebee,3,2,4,3,2,8,100,5779:5878,11222,16:07,20,673,33.9,33.5,1
193,24/06/2026,Vanessa cardui,Vanessa,Nymphalidae,Lepidoptera,Butterfly,16,2,4,3,2,8,100,5779:5878,11222,16:07,20,673,33.9,33.5,1
194,24/06/2026,Apis mellifera,Apis,Apidae,Hymenoptera,Honeybee,7,2,4,3,2,8,100,5779:5878,11222,16:07,20,673,33.9,33.5,1
None,24/06/2026,None,None,None,None,None,0,2,4,3,2,7,25,5879:5903,191,16:28,20,896,34.6,34.1,1.1
195,24/06/2026,Bombus lapidarius,Bombus,Apidae,Hymenoptera,Bumblebee,2,2,4,3,1,4,100,5904:6003,483,17:27,20,537,38.2,26.3,0.1
196,24/06/2026,Bombus lapidarius,Bombus,Apidae,Hymenoptera,Bumblebee,6,2,4,3,1,4,100,5904:6003,483,17:27,20,537,38.2,26.3,0.1
197,24/06/2026,Polyommatus icarus,Polyommatus,Lycaenidae,Lepidoptera,Butterfly,3,2,4,3,1,2,100,6004:6103,622,17:48,20,794,37.8,25.7,0.5
198,24/06/2026,Thymelicus sylvestris,Thymelicus,Hesperiidae,Lepidoptera,Butterfly,1,2,4,3,1,2,100,6004:6103,622,17:48,20,794,37.8,25.7,0.5
199,24/06/2026,Thymelicus sylvestris,Thymelicus,Hesperiidae,Lepidoptera,Butterfly,4,2,4,3,1,2,100,6004:6103,622,17:48,20,794,37.8,25.7,0.5
200,24/06/2026,Thymelicus sylvestris,Thymelicus,Hesperiidae,Lepidoptera,Butterfly,1,2,4,3,1,2,100,6004:6103,622,17:48,20,794,37.8,25.7,0.5
201,24/06/2026,Thymelicus sylvestris,Thymelicus,Hesperiidae,Lepidoptera,Butterfly,8,2,4,3,1,2,100,6004:6103,622,17:48,20,794,37.8,25.7,0.5
None,24/06/2026,None,None,None,None,None,0,2,4,3,1,1,100,6104:6203,1020,18:10,20,733,30.8,42.4,0.2
202,24/06/2026,Bombus pascuorum,Bombus,Apidae,Hymenoptera,Bumblebee,7,2,4,3,1,11,100,6204:6303,16034,18:32,20,765,32.8,36.4,1.2
203,24/06/2026,Bombus pascuorum,Bombus,Apidae,Hymenoptera,Bumblebee,7,2,4,3,1,11,100,6204:6303,16034,18:32,20,765,32.8,36.4,1.2
204,24/06/2026,Bombus lucorum,Bombus,Apidae,Hymenoptera,Bumblebee,13,2,4,3,1,11,100,6204:6303,16034,18:32,20,765,32.8,36.4,1.2
205,24/06/2026,Bombus lucorum,Bombus,Apidae,Hymenoptera,Bumblebee,1,2,4,3,1,11,100,6204:6303,16034,18:32,20,765,32.8,36.4,1.2
206,24/06/2026,Bombus pascuorum,Bombus,Apidae,Hymenoptera,Bumblebee,29,2,4,3,1,11,100,6204:6303,16034,18:32,20,765,32.8,36.4,1.2
207,24/06/2026,Bombus terrestris,Bombus,Apidae,Hymenoptera,Bumblebee,2,2,4,3,1,11,100,6204:6303,16034,18:32,20,765,32.8,36.4,1.2
208,24/06/2026,Bombus terrestris,Bombus,Apidae,Hymenoptera,Bumblebee,8,2,4,3,1,3,100,6304:6403,11222,18:53,20,513,31.5,33.9,1.2
None,02/07/2026,None,None,None,None,None,0,2,5,1,1,12,100,6404:6503,75537,06:02,20,194,16.6,66.7,6.8
None,02/07/2026,None,None,None,None,None,0,2,5,1,1,4,100,6504:6603,483,06:24,20,141,15.8,70.2,6.4
None,02/07/2026,None,None,None,None,None,0,2,5,1,1,2,86,6604:6689,622,06:45,20,48.1,15.3,69.5,1.5
None,02/07/2026,None,None,None,None,None,0,2,5,1,1,11,100,6690:6789,16034,07:06,20,442,15.6,68.2,0.7
None,02/07/2026,None,None,None,None,None,0,2,5,1,1,1,85,6790:6874,1020,07:27,20,446,16.7,66.6,3.6
None,02/07/2026,None,None,None,None,None,0,2,5,1,2,7,43,6875:6917,191,08:12,20,755,20.3,53.5,0.7
209,02/07/2026,Bombus lapidarius,Bombus,Apidae,Hymenoptera,Bumblebee,8,2,5,1,2,9,100,6918:7017,238,08:25,20,866,22.3,51.8,1.2
None,02/07/2026,None,None,None,None,None,0,2,5,1,2,13,100,7018:7117,16034,09:22,20,814,28.2,33.1,1.1
210,02/07/2026,Bombus lapidarius,Bombus,Apidae,Hymenoptera,Bumblebee,18,2,5,1,2,14,100,7118:7217,2796,09:45,20,936,32.4,32.7,2.2
211,02/07/2026,Apis mellifera,Apis,Apidae,Hymenoptera,Honeybee,6,2,5,1,2,14,100,7118:7217,2796,09:45,20,936,32.4,32.7,2.2
212,02/07/2026,Sphaerophoria scripta,Sphaerophoria,Syrphidae ,Diptera,Hoverfly,2,2,5,1,2,14,100,7118:7217,2796,09:45,20,936,32.4,32.7,2.2
213,02/07/2026,Sphex nudus,Sphex,Sphecidae,Hymenoptera,Wasp,2,2,5,2,2,9,100,7218:7317,483,10:53,20,276,29.7,32.4,1.1
None,02/07/2026,None,None,None,None,None,0,2,5,2,2,7,43,7318:7360,191,11:34,20,924,22.4,42.5,1.2
214,02/07/2026,Bombus terrestris,Bombus,Apidae,Hymenoptera,Bumblebee,2,2,5,2,2,14,100,7361:7460,2796,12:05,20,442,23.4,42.1,1.5
215,02/07/2026,NA,NA,NA,Diptera,Other Fly,1,2,5,2,2,14,100,7361:7460,2796,12:05,20,442,23.4,42.1,1.5
216,02/07/2026,Bombus terrestris,Bombus,Apidae,Hymenoptera,Bumblebee,10,2,5,2,2,14,100,7361:7460,2796,12:05,20,442,23.4,42.1,1.5
217,02/07/2026,Apis mellifera,Apis,Apidae,Hymenoptera,Honeybee,6,2,5,2,2,14,100,7361:7460,2796,12:05,20,442,23.4,42.1,1.5
218,02/07/2026,Vespula vulgaris,Vespula,Vespidae ,Hymenoptera,Wasp,1,2,5,2,2,14,100,7361:7460,2796,12:05,20,442,23.4,42.1,1.5
None,02/07/2026,None,None,None,None,None,0,2,5,2,2,13,100,7461:7560,16034,12:28,20,1092,24.4,40.4,0.3
None,03/07/2026,None,None,None,None,None,0,2,5,2,1,12,100,7561:7660,75537,13:23,20,285,28,40.3,2.4
219,02/07/2026,Thymelicus sylvestris,Thymelicus,Hesperiidae,Lepidoptera,Butterfly,2,2,5,2,1,1,85,7661:7745,1020,13:45,20,253,27,37.9,0
220,02/07/2026,Thymelicus sylvestris,Thymelicus,Hesperiidae,Lepidoptera,Butterfly,3,2,5,2,1,1,85,7661:7745,1020,13:45,20,253,27,37.9,0
221,02/07/2026,NA,NA,Syrphidae ,Diptera,Hoverfly,2,2,5,2,1,1,85,7661:7745,1020,13:45,20,253,27,37.9,0
222,02/07/2026,Bombus lapidarius,Bombus,Apidae,Hymenoptera,Bumblebee,1,2,5,2,1,1,85,7661:7745,1020,13:45,20,253,27,37.9,0
223,02/07/2026,NA,NA,Crabronidae,Hymenoptera,Wasp,3,2,5,2,1,1,85,7661:7745,1020,13:45,20,253,27,37.9,0
None,02/07/2026,None,None,None,None,None,0,2,5,2,1,2,86,7746:7831,622,14:06,20,207,25.2,39.7,0.5
None,02/07/2026,None,None,None,None,None,0,2,5,2,1,11,100,7832:7931,16034,14:27,20,195.4,26.1,40.5,0.9
None,02/07/2026,None,None,None,None,None,0,2,5,2,1,4,100,7932:8031,483,14:48,20,982,24.2,42.7,2.1
224,02/07/2026,NA,NA,Syrphidae,Diptera,Hoverfly,3,2,5,3,1,12,100,8032:8131,75537,15:16,20,703,25.4,41.4,2.2
225,02/07/2026,NA,NA,NA,Diptera,Other Fly,2,2,5,3,1,11,100,8132:8231,16034,15:38,20,318,26.3,39.1,0.5
226,02/07/2026,Bombus terrestris,Bombus,Apidae,Hymenoptera,Bumblebee,34,2,5,3,1,11,100,8132:8231,16034,15:38,20,318,26.3,39.1,0.5
227,02/07/2026,Bombus terrestris,Bombus,Apidae,Hymenoptera,Bumblebee,7,2,5,3,1,11,100,8132:8231,16034,15:38,20,318,26.3,39.1,0.5
None,02/07/2026,None,None,None,None,None,0,2,5,3,1,2,86,8232:8317,622,16:01,20,170,22.1,43.4,3
228,02/07/2026,Bombus terrestris,Bombus,Apidae,Hymenoptera,Bumblebee,3,2,5,3,1,1,85,8318:8402,1020,16:28,20,203,23.4,42.7,1.1
229,02/07/2026,Andrena clarkella,Andrena,Andrenidae,Hymenoptera,Mining Bee,7,2,5,3,1,1,85,8318:8402,1020,16:28,20,203,23.4,42.7,1.1
None,02/07/2026,None,None,None,None,None,0,2,5,3,1,4,100,8403:8502,483,16:50,20,679,24.2,40.9,0
230,02/07/2026,Bombus terrestris,Bombus,Apidae,Hymenoptera,Bumblebee,7,2,5,3,2,14,100,8502:8601,2796,17:50,20,172,21.8,38.4,1.6
231,02/07/2026,Apis mellifera,Apis,Apidae,Hymenoptera,Honeybee,4,2,5,3,2,14,100,8502:8601,2796,17:50,20,172,21.8,38.4,1.6
232,02/07/2026,NA,NA,NA,Diptera,Other Fly,2,2,5,3,2,14,100,8502:8601,2796,17:50,20,172,21.8,38.4,1.6
None,02/07/2026,None,None,None,None,None,0,2,5,3,2,13,100,8602:8701,16034,18:12,20,136,21.8,41,1.6
None,02/07/2026,None,None,None,None,None,0,2,5,3,2,7,43,8602:8702,191,18:33,20,77.2,19.8,43.4,1.8
None,02/07/2026,None,None,None,None,None,0,2,5,3,2,9,100,8602:8703,238,18:54,20,136.9,19.6,43.9,0.5
None,04/07/2026,None,None,None,None,None,0,2,6,1,2,13,100,8845:8944,8017,05:57,20,171,16.5,67.3,1
None,04/07/2026,None,None,None,None,None,0,2,6,1,2,7,60,8945:9004,191,06:32,20,194,18.1,71.6,0.5
None,04/07/2026,None,None,None,None,None,0,2,6,1,2,9,100,9005:9104,238,07:06,20,171.4,17.6,69.2,1.2
233,04/07/2026,Apis mellifera,Apis,Apidae,Hymenoptera,Honeybee,5,2,6,1,2,14,100,9105:9204,2796,07:28,20,187.5,17.9,70.6,2.6
None,04/07/2026,None,None,None,None,None,0,2,6,1,1,12,100,9205:9304,75537,08:38,20,129,18,70.6,8.4
None,04/07/2026,None,None,None,None,None,0,2,6,1,1,2,100,9305:9404,622,09:01,20,172.4,18.8,70.5,7
None,04/07/2026,None,None,None,None,None,0,2,6,1,1,1,100,9405:9504,1020,09:22,20,161.6,18.6,69.5,1.9
None,04/07/2026,None,None,None,None,None,0,2,6,1,1,4,100,9505:9604,483,09:43,20,125.9,18.4,69.7,1.4
234,04/07/2026,Bombus pascuorum,Bombus,Apidae,Hymenoptera,Bumblebee,7,2,6,1,1,11,100,9605:9704,16034,10:04,20,845,19,66.8,1.4
235,04/07/2026,Bombus terrestris,Bombus,Apidae,Hymenoptera,Bumblebee,3,2,6,2,1,12,100,9705:9804,75537,10:34,20,193,19.1,67.6,4.9
236,04/07/2026,Bombus terrestris,Bombus,Apidae,Hymenoptera,Bumblebee,5,2,6,2,1,12,100,9705:9804,75537,10:34,20,193,19.1,67.6,4.9
237,04/07/2026,Bombus terrestris,Bombus,Apidae,Hymenoptera,Bumblebee,1,2,6,2,1,12,100,9705:9804,75537,10:34,20,193,19.1,67.6,4.9
None,04/07/2026,None,None,None,None,None,0,2,6,2,1,4,100,9805:9904,483,10:58,20,140.9,20.9,60.7,1.4
238,04/07/2026,Bombus terrestris,Bombus,Apidae,Hymenoptera,Bumblebee,5,2,6,2,1,11,100,9905:10004,16034,11:20,20,140.9,20.9,60.7,1.4
None,04/07/2026,None,None,None,None,None,0,2,6,2,1,2,100,10005:10104,622,11:44,20,231,19.8,63.9,5.2
None,04/07/2026,None,None,None,None,None,0,2,6,2,1,1,100,10105:10204,1020,12:09,20,389,19.8,64.2,4.2
None,04/07/2026,None,None,None,None,None,0,2,6,2,2,7,60,10205:10264,191,13:40,20,437,24.2,52.9,1
None,04/07/2026,None,None,None,None,None,0,2,6,2,2,13,100,10265:10364,8017,14:02,20,217,23.5,55.4,0
None,04/07/2026,None,None,None,None,None,0,2,6,2,2,9,100,10365:10464,238,14:23,20,258,22.9,55.7,1.2
239,04/07/2026,Apis mellifera,Apis,Apidae,Hymenoptera,Honeybee,5,2,6,2,2,14,100,10465:10564,2796,14:45,20,256,21.2,60.4,1.1
240,04/07/2026,Apis mellifera,Apis,Apidae,Hymenoptera,Honeybee,14,2,6,2,2,14,100,10465:10564,2796,14:45,20,256,21.2,60.4,1.1
241,04/07/2026,Apis mellifera,Apis,Apidae,Hymenoptera,Honeybee,7,2,6,2,2,14,100,10465:10564,2796,14:45,20,256,21.2,60.4,1.1
242,04/07/2026,Apis mellifera,Apis,Apidae,Hymenoptera,Honeybee,6,2,6,2,2,14,100,10465:10564,2796,14:45,20,256,21.2,60.4,1.1
243,04/07/2026,Apis mellifera,Apis,Apidae,Hymenoptera,Honeybee,3,2,6,2,2,14,100,10465:10564,2796,14:45,20,256,21.2,60.4,1.1
244,04/07/2026,Bombus pascuorum,Bombus,Apidae,Hymenoptera,Bumblebee,3,2,6,2,2,14,100,10465:10564,2796,14:45,20,256,21.2,60.4,1.1
245,04/07/2026,Apis mellifera,Apis,Apidae,Hymenoptera,Honeybee,2,2,6,2,2,14,100,10465:10564,2796,14:45,20,256,21.2,60.4,1.1
246,04/07/2026,Apis mellifera,Apis,Apidae,Hymenoptera,Honeybee,3,2,6,2,2,14,100,10465:10564,2796,14:45,20,256,21.2,60.4,1.1
None,04/07/2026,None,None,None,None,None,0,2,6,3,2,13,100,10565:10664,8017,15:05,20,254,21.4,60.4,0
None,04/07/2026,None,None,None,None,None,0,2,6,3,2,9,100,10665:10764,238,15:26,20,172,22.2,58.6,0.9
None,04/07/2026,None,None,None,None,None,0,2,6,3,2,7,60,10765:10824,238,15:46,20,142,22.1,59.1,0.1
247,04/07/2026,Apis mellifera,Apis,Apidae,Hymenoptera,Honeybee,3,2,6,3,2,14,100,10825:10924,2796,16:08,20,318,21.7,61.5,1.9
248,04/07/2026,Apis mellifera,Apis,Apidae,Hymenoptera,Honeybee,8,2,6,3,2,14,100,10825:10924,2796,16:08,20,318,21.7,61.5,1.9
249,04/07/2026,Apis mellifera,Apis,Apidae,Hymenoptera,Honeybee,1,2,6,3,2,14,100,10825:10924,2796,16:08,20,318,21.7,61.5,1.9
250,04/07/2026,Apis mellifera,Apis,Apidae,Hymenoptera,Honeybee,13,2,6,3,2,14,100,10825:10924,2796,16:08,20,318,21.7,61.5,1.9
251,04/07/2026,Bombus lapidarius,Bombus,Apidae,Hymenoptera,Bumblebee,5,2,6,3,2,14,100,10825:10924,2796,16:08,20,318,21.7,61.5,1.9
252,04/07/2026,Bombus pascuorum,Bombus,Apidae,Hymenoptera,Bumblebee,2,2,6,3,2,14,100,10825:10924,2796,16:08,20,318,21.7,61.5,1.9
253,04/07/2026,Bombus pascuorum,Bombus,Apidae,Hymenoptera,Bumblebee,1,2,6,3,2,14,100,10825:10924,2796,16:08,20,318,21.7,61.5,1.9
254,04/07/2026,Bombus lapidarius,Bombus,Apidae,Hymenoptera,Bumblebee,1,2,6,3,2,14,100,10825:10924,2796,16:08,20,318,21.7,61.5,1.9
255,04/07/2026,Apis mellifera,Apis,Apidae,Hymenoptera,Honeybee,2,2,6,3,2,14,100,10825:10924,2796,16:08,20,318,21.7,61.5,1.9
None,04/07/2026,None,None,None,None,None,0,2,6,3,1,12,100,10925:11024,75537,16:59,20,135,21.1,60.3,1.3
None,04/07/2026,None,None,None,None,None,0,2,6,3,1,2,100,11025:11124,622,17:20,20,187,20.7,61.6,2.8
256,04/07/2026,Bombus terrestris,Bombus,Apidae,Hymenoptera,Bumblebee,5,2,6,3,1,11,100,11125:11224,16034,17:41,20,71.7,21.2,58.9,0.4
257,04/07/2026,NA,NA,NA,Diptera,Other Fly,3,2,6,3,1,11,100,11125:11224,16034,17:41,20,71.7,21.2,58.9,0.4
258,04/07/2026,Bombus terrestris,Bombus,Apidae,Hymenoptera,Bumblebee,7,2,6,3,1,11,100,11125:11224,16034,17:41,20,71.7,21.2,58.9,0.4
None,04/07/2026,None,None,None,None,None,0,2,6,3,1,4,100,11225:11324,483,18:03,20,115,20.5,64.7,2.6
None,04/07/2026,None,None,None,None,None,0,2,6,3,1,1,100,11325:11434,483,18:25,20,119,20,61.6,0
